label,start_ticks,duration_ticks,frame,value
Bounds,5272340,4993,1500,0
VIF1_WAIT_START,5287256,0,1500,192
GIF_STATE,5287256,0,1500,0
VIF1_WAIT_END,5287636,0,1500,192
GIF_STATE,5287636,0,1500,0
VIF1_DMA_wait,5287194,527,1500,0
GIF_DMA_wait,5287852,42,1500,0
Packet_qwords,5290121,0,1500,50
VIF1_submit,5290064,16113,1500,0
Dispatch,5282535,25036,1500,0
Static_bag,5271815,35801,1500,0
Bounds,5309429,5888,1500,0
VIF1_WAIT_START,5325792,0,1500,64
GIF_STATE,5325792,0,1500,0
VIF1_WAIT_END,5326186,0,1500,64
GIF_STATE,5326186,0,1500,0
VIF1_DMA_wait,5325729,592,1500,0
GIF_DMA_wait,5326409,45,1500,0
Packet_qwords,5328831,0,1500,50
VIF1_submit,5328771,5107,1500,0
Dispatch,5320861,14078,1500,0
Static_bag,5308548,26533,1500,0
Bounds,5336438,5065,1500,0
VIF1_WAIT_START,5359607,0,1500,192
GIF_STATE,5359607,0,1500,0
VIF1_WAIT_END,5360068,0,1500,192
GIF_STATE,5360068,0,1500,0
VIF1_DMA_wait,5359509,654,1500,0
GIF_DMA_wait,5360352,42,1500,0
Packet_qwords,5362539,0,1500,50
VIF1_submit,5362490,4908,1500,0
Dispatch,5348409,20068,1500,0
Static_bag,5335927,32595,1500,0
Bounds,5370106,5105,1500,0
VIF1_WAIT_START,5405838,0,1500,64
GIF_STATE,5405838,0,1500,0
VIF1_WAIT_END,5406190,0,1500,64
GIF_STATE,5406190,0,1500,0
VIF1_DMA_wait,5405781,534,1500,0
GIF_DMA_wait,5406442,42,1500,0
Packet_qwords,5409555,0,1500,71
VIF1_submit,5409506,5082,1500,0
Dispatch,5382129,33546,1500,0
Static_bag,5369471,46249,1500,0
Bounds,5417186,4909,1500,0
Static_bag,5416565,5744,1500,0
Bounds,5423162,2770,1500,0
Static_bag,5422812,3287,1500,0
Bounds,5426822,2857,1500,0
Static_bag,5426478,3289,1500,0
Bounds,5443397,3855,1500,0
Static_bag,5442792,4773,1500,0
Bounds,5448110,2610,1500,0
Static_bag,5447878,3024,1500,0
Bounds,5459801,3970,1500,0
Static_bag,5451216,12819,1500,0
Bounds,5464826,2628,1500,0
Static_bag,5464554,3028,1500,0
Bounds,5468180,2588,1500,0
Static_bag,5467950,2908,1500,0
Bounds,5471402,2602,1500,0
Static_bag,5471170,2923,1500,0
Bounds,5474702,2698,1500,0
Static_bag,5474474,3063,1500,0
Bounds,5478104,2580,1500,0
Static_bag,5477850,2970,1500,0
Bounds,5481410,3109,1500,0
VIF1_WAIT_START,5515169,0,1500,64
GIF_STATE,5515169,0,1500,0
VIF1_WAIT_END,5515694,0,1500,64
GIF_STATE,5515694,0,1500,0
VIF1_DMA_wait,5515071,746,1500,0
GIF_DMA_wait,5516103,84,1500,0
Packet_qwords,5519099,0,1500,57
VIF1_submit,5519052,5047,1500,0
Dispatch,5492061,33185,1500,0
Static_bag,5481202,44089,1500,0
Bounds,5526584,4783,1500,0
Static_bag,5525989,5550,1500,0
Bounds,5532428,2669,1500,0
Static_bag,5532146,3079,1500,0
Bounds,5535782,3083,1500,0
Static_bag,5535546,3449,1500,0
Bounds,5539514,3077,1500,0
VIF1_WAIT_START,5573808,0,1500,64
GIF_STATE,5573808,0,1500,0
VIF1_WAIT_END,5574166,0,1500,64
