frame,phase,update_ms,submit_ms,finish_ms,present_ms,total_ms,bounds_included_ms,prepare_included_ms,dispatch_included_ms,packet_included_ms,dma_included_ms,vif_wait_included_ms,flushes,triangles,uploads,reuploads
199,0,2.103173,9.435750,0.530741,7.894979,19.964644,0.463247,0.288405,5.586917,0.754028,0.370144,3.938704,21,10297,0,0
200,0,2.099592,9.421997,0.525248,7.918172,19.965010,0.464983,0.291568,5.521942,0.754228,0.346395,3.858415,21,10297,0,0
201,0,2.099226,9.398071,0.527215,7.940416,19.964929,0.501221,0.289300,5.544695,0.637502,0.347097,3.872443,21,10297,0,0
202,0,2.101451,9.431559,0.524753,7.906236,19.963999,0.615394,0.360114,5.333947,0.629252,0.353183,3.826823,21,10297,0,0
203,0,2.119429,9.434774,0.524699,7.886210,19.965112,0.497857,0.287184,5.546156,0.597602,0.347280,3.890727,21,10297,0,0
204,0,2.118900,9.480916,0.526238,7.858446,19.984500,0.462141,0.358748,5.538391,0.709469,0.382117,3.876468,21,10297,0,0
205,0,2.102034,9.482239,0.524875,7.828762,19.937910,0.463840,0.332347,5.579142,0.752845,0.347297,3.911018,21,10297,0,0
206,0,2.102298,9.397217,0.528639,7.940884,19.969038,0.501773,0.376560,5.421458,0.612735,0.348958,3.851712,21,10297,0,0
207,0,2.099023,9.471252,0.525085,7.865682,19.961043,0.468282,0.295139,5.610548,0.815928,0.381690,3.890072,21,10297,0,0
208,0,2.102359,9.422506,0.525852,7.914212,19.964929,0.466560,0.295641,5.566922,0.671275,0.347629,3.948805,21,10297,0,0
209,0,2.099986,9.444092,0.526164,7.894328,19.964569,0.619700,0.294274,5.424021,0.674717,0.349592,3.878025,21,10297,0,0
210,0,2.101525,9.474101,0.523112,7.866638,19.965376,0.603722,0.289659,5.490333,0.588047,0.417833,3.917324,21,10297,0,0
211,0,2.104251,9.453817,0.528436,7.898648,19.985152,0.464281,0.367225,5.460300,0.631500,0.348646,3.886620,21,10297,0,0
212,0,2.116194,9.443014,0.527893,7.857300,19.944400,0.465922,0.291924,5.587745,0.679484,0.396139,3.950711,21,10297,0,0
213,0,2.101383,9.453573,0.525146,7.884603,19.964705,0.534685,0.364461,5.434191,0.592814,0.386437,3.935031,21,10297,0,0
214,0,2.100854,9.407532,0.525343,7.931078,19.964806,0.531942,0.328668,5.482642,0.592777,0.349447,3.904378,21,10297,0,0
215,0,2.103438,9.477844,0.525547,7.857469,19.964298,0.531684,0.286641,5.483368,0.686951,0.348056,3.934316,21,10297,0,0
216,0,2.100915,9.447815,0.525282,7.890937,19.964949,0.460442,0.383084,5.534376,0.743259,0.346395,3.918362,21,10297,0,0
217,0,2.103417,9.414327,0.528707,7.918559,19.965010,0.465125,0.293359,5.557454,0.765099,0.346090,3.922723,21,10297,0,0
218,0,2.100549,9.450134,0.528497,7.863959,19.943139,0.593119,0.291653,5.475437,0.629927,0.367242,3.913635,21,10297,0,0
219,0,2.143090,9.464600,0.525696,7.831421,19.964806,0.463982,0.330777,5.550351,0.750994,0.370873,3.899448,21,10297,0,0
220,0,2.116906,9.441223,0.529195,7.851847,19.939172,0.536987,0.363274,5.455543,0.631232,0.373556,3.889926,21,10297,0,0
221,0,2.100488,9.442159,0.526564,7.895759,19.964969,0.612345,0.321018,5.371925,0.583622,0.349155,3.909264,21,10297,0,0
222,0,2.100698,9.494222,0.529494,7.840237,19.964650,0.466007,0.292813,5.615835,0.758179,0.383796,3.914893,21,10297,0,0
223,0,2.099348,9.424011,0.525370,7.916382,19.965112,0.607595,0.288395,5.431695,0.628170,0.375271,3.821011,21,10297,0,0
224,0,2.101566,9.439229,0.530857,7.892992,19.964644,0.538174,0.297133,5.492547,0.677192,0.348178,3.902137,21,10297,0,0
225,0,2.102339,9.412944,0.536146,7.913479,19.964908,0.533739,0.294447,5.522129,0.714678,0.346391,3.892717,21,10297,0,0
226,0,2.103539,9.439331,0.548191,7.894389,19.985450,0.502797,0.326979,5.480370,0.640191,0.348551,3.845649,21,10297,0,0
227,0,2.110192,9.486450,0.524699,7.821940,19.943281,0.463799,0.406786,5.528100,0.588159,0.372325,4.039171,21,10297,0,0
228,0,2.116865,9.479431,0.526469,7.842631,19.965396,0.535038,0.293898,5.525543,0.717550,0.421987,3.859182,21,10297,0,0
229,0,2.124739,9.509684,0.526835,7.803121,19.964379,0.465522,0.326392,5.630500,0.676785,0.423204,3.875610,21,10297,0,0
230,0,2.103214,9.404134,0.529806,7.927511,19.964664,0.468475,0.287740,5.562527,0.778998,0.346578,3.875427,21,10297,0,0
231,0,2.104848,9.521729,0.527520,7.803962,19.958059,0.497803,0.320245,5.579593,0.736664,0.416623,3.899668,21,10297,0,0
232,0,2.127106,9.420227,0.527629,7.889648,19.964610,0.530599,0.290483,5.504588,0.713233,0.347107,3.915266,21,10297,0,0
233,0,2.102787,9.467244,0.525614,7.869242,19.964888,0.467278,0.287916,5.544332,0.635949,0.421390,3.884847,21,10297,0,0
234,0,2.102542,9.471354,0.524977,7.865343,19.964216,0.606249,0.289591,5.477566,0.626475,0.405897,3.917277,21,10297,0,0
235,0,2.120060,9.502218,0.525506,7.816962,19.964745,0.466248,0.286628,5.550849,0.591875,0.372538,3.920976,21,10297,0,0
236,0,2.121362,9.430359,0.539727,7.873338,19.964786,0.488342,0.321713,5.524699,0.712301,0.347249,3.868690,21,10297,0,0
237,0,2.104496,9.427002,0.527242,7.906677,19.965417,0.495405,0.288191,5.526076,0.639140,0.347371,3.854607,21,10297,0,0
238,0,2.099959,9.427938,0.527215,7.883470,19.938582,0.497552,0.409929,5.434441,0.594411,0.348728,3.868269,21,10297,0,0
239,0,2.100101,9.393026,0.526076,7.945841,19.965044,0.619999,0.327701,5.349331,0.590637,0.349006,3.876092,21,10297,0,0
240,0,2.128469,9.468275,0.522603,7.845439,19.964786,0.467448,0.295915,5.599599,0.719811,0.347148,3.970561,21,10297,0,0
241,0,2.106591,9.442485,0.525689,7.889574,19.964339,0.467268,0.294312,5.549215,0.760763,0.369100,3.849915,21,10297,0,0
242,0,2.103784,9.513672,0.523905,7.822957,19.964318,0.465610,0.288177,5.655938,0.748094,0.383040,3.923638,21,10297,0,0
243,0,2.119286,9.419393,0.529154,7.897257,19.965091,0.574042,0.363807,5.362773,0.630147,0.349158,3.853427,21,10297,0,0
244,0,2.115624,9.467936,0.532769,7.848558,19.964888,0.463331,0.368520,5.524390,0.693278,0.418786,3.850677,21,10297,0,0
245,0,2.126373,9.413249,0.525099,7.900011,19.964732,0.498345,0.366136,5.430864,0.590997,0.347538,3.873549,21,10297,0,0
246,0,2.102787,9.417216,0.527120,7.931905,19.979028,0.503350,0.370887,5.435777,0.655236,0.349711,3.762129,21,10297,0,0
247,0,2.103770,9.480733,0.527018,7.838725,19.950246,0.557549,0.287496,5.532664,0.650130,0.347144,3.963945,21,10297,0,0
248,0,2.100793,9.487874,0.527317,7.848416,19.964400,0.528832,0.298031,5.551351,0.715220,0.382541,3.886207,21,10297,0,0
249,0,2.127160,9.490377,0.524957,7.822266,19.964759,0.464128,0.295610,5.597429,0.766402,0.348284,3.878574,21,10297,0,0
250,0,2.103417,9.451396,0.529989,7.879435,19.964237,0.460897,0.289449,5.597677,0.752543,0.360847,3.961711,21,10297,0,0
251,0,2.123132,9.458639,0.528904,7.854092,19.964766,0.467261,0.438605,5.428562,0.592434,0.384972,3.886024,21,10297,0,0
252,0,2.117801,9.393738,0.524590,7.928250,19.964379,0.498457,0.287296,5.546811,0.603356,0.347222,3.873715,21,10297,0,0
253,0,2.102726,9.436035,0.526299,7.918932,19.983992,0.650913,0.328583,5.328746,0.630280,0.349521,3.822764,21,10297,0,0
254,0,2.101586,9.454000,0.526584,7.863491,19.945662,0.514910,0.290605,5.559448,0.673940,0.370144,3.879927,21,10297,0,0
255,0,2.102244,9.444519,0.526388,7.899150,19.972300,0.494225,0.292759,5.561615,0.759820,0.345927,3.887319,21,10297,0,0
256,0,2.129154,9.440572,0.526950,7.854051,19.950728,0.471744,0.296115,5.575924,0.639920,0.346822,3.954390,21,10297,0,0
257,0,2.102624,9.428914,0.526042,7.906698,19.964277,0.537404,0.334123,5.454071,0.634722,0.382711,3.907912,21,10297,0,0
258,0,2.105248,9.467896,0.525831,7.865384,19.964359,0.468421,0.295044,5.532840,0.676988,0.381626,3.916463,21,10297,0,0
259,0,2.105492,9.453512,0.524875,7.880981,19.964861,0.462962,0.290700,5.559930,0.759454,0.345039,3.886729,21,10297,0,0
260,0,2.118188,9.478353,0.526469,7.842306,19.965315,0.535119,0.287364,5.516246,0.644328,0.383192,3.928582,21,10297,0,0
261,0,2.104923,9.465820,0.528843,7.864610,19.964196,0.501763,0.284173,5.564701,0.711280,0.400384,3.931085,21,10297,0,0
262,0,2.103967,9.447021,0.528748,7.885030,19.964766,0.502825,0.287930,5.548943,0.654680,0.347819,3.947367,21,10297,0,0
263,0,2.102339,9.435160,0.527059,7.900594,19.965152,0.499725,0.365116,5.495029,0.673733,0.347883,3.944990,21,10297,0,0
264,0,2.104312,9.434509,0.527479,7.898058,19.964359,0.464532,0.291206,5.567112,0.715925,0.346252,3.941993,21,10297,0,0
265,0,2.102563,9.505066,0.525079,7.806200,19.938907,0.492774,0.328369,5.584476,0.630052,0.416833,3.968523,21,10297,0,0
266,0,2.104089,9.445903,0.525045,7.889140,19.964176,0.581204,0.364271,5.405646,0.625970,0.349731,3.899194,21,10297,0,0
267,0,2.119124,9.569071,0.525798,7.750651,19.964644,0.464851,0.295661,5.628350,0.801283,0.381405,3.927246,21,10297,0,0
268,0,2.117984,9.392476,0.528436,7.949409,19.988305,0.527907,0.285712,5.482730,0.589339,0.347432,3.900625,21,10297,0,0
269,0,2.103770,9.438029,0.527778,7.871772,19.941349,0.615923,0.329536,5.363705,0.632579,0.350349,3.819183,21,10297,0,0
270,0,2.104658,9.476908,0.525208,7.834778,19.941552,0.464037,0.293209,5.643694,0.714990,0.406223,3.895464,21,10297,0,0
271,0,2.102726,9.389872,0.525933,7.945909,19.964440,0.463986,0.286431,5.518538,0.629934,0.347399,3.894962,21,10297,0,0
272,0,2.101688,9.483337,0.524231,7.855570,19.964827,0.462518,0.324877,5.560374,0.718533,0.346856,3.934092,21,10297,0,0
273,0,2.105676,9.450989,0.525777,7.882528,19.964969,0.464342,0.287791,5.607530,0.713220,0.381758,3.949029,21,10297,0,0
274,0,2.102298,9.451172,0.529392,7.881517,19.964379,0.462277,0.368849,5.516235,0.635525,0.384681,3.930077,21,10297,0,0
275,0,2.124135,9.442505,0.529351,7.868924,19.964915,0.497233,0.322747,5.553185,0.711653,0.346568,3.924422,21,10297,0,0
276,0,2.147708,9.409139,0.539137,7.868618,19.964603,0.467831,0.363190,5.480225,0.677416,0.349053,3.848195,21,10297,0,0
277,0,2.128442,9.463440,0.524556,7.848551,19.964990,0.505463,0.393070,5.442220,0.672163,0.349392,3.859063,21,10297,0,0
278,0,2.103478,9.433614,0.527907,7.899685,19.964684,0.575005,0.337307,5.385298,0.588460,0.349650,3.853655,21,10297,0,0
279,0,2.101362,9.536377,0.522081,7.804511,19.964332,0.498654,0.290025,5.626153,0.723419,0.369792,3.915022,21,10297,0,0
280,0,2.104190,9.483643,0.526693,7.850362,19.964888,0.498579,0.293284,5.594106,0.801273,0.383392,3.889045,21,10297,0,0
281,0,2.102929,9.438070,0.530002,7.900967,19.971968,0.506120,0.292029,5.531613,0.712301,0.382962,3.871006,21,10297,0,0
282,0,2.102441,9.444377,0.525574,7.878621,19.951013,0.500614,0.363102,5.511315,0.590251,0.348680,3.960626,21,10297,0,0
283,0,2.119612,9.453186,0.524638,7.867310,19.964745,0.613773,0.290120,5.424588,0.676114,0.349053,3.873579,21,10297,0,0
284,0,2.121382,9.441142,0.526808,7.848314,19.937646,0.537208,0.289883,5.479984,0.631182,0.350430,3.940338,21,10297,0,0
285,0,2.102264,9.478780,0.526015,7.857164,19.964223,0.468784,0.290955,5.570204,0.713060,0.385912,3.826399,21,10297,0,0
286,0,2.126611,9.456584,0.524556,7.857035,19.964786,0.485816,0.326450,5.563222,0.624125,0.347609,3.875153,21,10297,0,0
287,0,2.102603,9.416748,0.528646,7.916504,19.964501,0.464237,0.324161,5.536482,0.674506,0.372613,3.924049,21,10297,0,0
288,0,2.101952,9.468852,0.562066,7.832018,19.964888,0.466471,0.292111,5.615126,0.775655,0.382585,3.938134,21,10297,0,0
289,0,2.101220,9.425537,0.527405,7.910929,19.965091,0.464806,0.290578,5.574578,0.727536,0.345615,3.976908,21,10297,0,0
290,0,2.102787,9.454386,0.525126,7.882100,19.964400,0.466027,0.455553,5.431257,0.595100,0.386556,3.924425,21,10297,0,0
291,0,2.118357,9.487020,0.527235,7.832364,19.964976,0.461799,0.285645,5.595584,0.710690,0.346551,3.975654,21,10297,0,0
292,0,2.119754,9.463338,0.526876,7.854655,19.964623,0.645352,0.298577,5.392571,0.632009,0.350233,3.851861,21,10297,0,0
293,0,2.100081,9.440145,0.525330,7.899373,19.964929,0.574985,0.403463,5.385929,0.626689,0.374179,3.817871,21,10297,0,0
294,0,2.099450,9.417460,0.529066,7.918708,19.964684,0.617971,0.332682,5.358303,0.694736,0.351522,3.780711,21,10297,0,0
295,0,2.099497,9.434082,0.536391,7.894640,19.964610,0.499369,0.331685,5.541246,0.672363,0.381012,3.916789,21,10297,0,0
296,0,2.099491,9.414083,0.527215,7.943956,19.984745,0.469167,0.334008,5.508131,0.641724,0.348931,3.830312,21,10297,0,0
297,0,2.085581,9.461853,0.526767,7.870958,19.945160,0.494425,0.333852,5.520437,0.633369,0.384338,3.897993,21,10297,0,0
298,0,2.099348,9.454610,0.525486,7.884427,19.963871,0.505191,0.291263,5.549354,0.713691,0.364034,3.857130,21,10297,0,0
299,0,2.121023,9.459941,0.524672,7.836555,19.942190,0.463372,0.356266,5.562683,0.630391,0.346924,3.988953,21,10297,0,0
300,0,2.119347,9.459554,0.530558,7.855632,19.965091,0.530036,0.292738,5.524936,0.712277,0.382487,3.903920,21,10297,0,0
301,0,2.101891,9.458537,0.527968,7.853177,19.941572,0.462975,0.318936,5.520772,0.668447,0.350009,3.946835,21,10297,0,0
302,0,2.100901,9.435221,0.527120,7.873779,19.937022,0.507039,0.288835,5.539263,0.754791,0.348063,3.913818,21,10297,0,0
303,0,2.126143,9.443359,0.530802,7.865173,19.965478,0.498576,0.287591,5.556095,0.711015,0.347331,3.938636,21,10297,0,0
304,0,2.101627,9.403748,0.525750,7.933316,19.964440,0.493310,0.327237,5.478193,0.590769,0.348802,3.893127,21,10297,0,0
305,0,2.102814,9.508891,0.525058,7.827521,19.964284,0.496938,0.288378,5.587996,0.717258,0.346157,3.969798,21,10297,0,0
306,0,2.103031,9.426371,0.525126,7.910217,19.964745,0.566715,0.282027,5.501407,0.592360,0.348111,3.846449,21,10297,0,0
307,0,2.118676,9.435140,0.529433,7.901496,19.984745,0.501980,0.291595,5.415144,0.668915,0.373922,3.807682,21,10297,0,0
308,0,2.123213,9.435913,0.529195,7.849752,19.938073,0.461860,0.359406,5.564304,0.672994,0.381117,3.938761,21,10297,0,0
309,0,2.101749,9.473104,0.528259,7.861511,19.964623,0.464037,0.295173,5.588165,0.759450,0.384332,3.879934,21,10297,0,0
310,0,2.100366,9.464315,0.529338,7.870483,19.964501,0.484100,0.298167,5.576206,0.762037,0.346741,3.903605,21,10297,0,0
311,0,2.101993,9.448730,0.525906,7.888095,19.964725,0.467492,0.293854,5.560262,0.799978,0.345005,3.887285,21,10297,0,0
312,0,2.102075,9.515544,0.525350,7.821574,19.964542,0.537442,0.325572,5.552924,0.627336,0.381992,3.977821,21,10297,0,0
313,0,2.095849,9.390361,0.529500,7.949056,19.964766,0.501377,0.289286,5.544545,0.593079,0.347890,3.879184,21,10297,0,0
314,0,2.097843,9.478129,0.527968,7.860541,19.964481,0.462012,0.369453,5.532752,0.590478,0.419159,3.959266,21,10297,0,0
315,0,2.145579,9.414266,0.526238,7.878669,19.964752,0.498074,0.364173,5.433356,0.591861,0.347700,3.863793,21,10297,0,0
316,0,2.122704,9.480367,0.526747,7.855313,19.985131,0.600627,0.290456,5.466431,0.671766,0.383192,3.844540,21,10297,0,0
317,0,2.103885,9.485372,1.342848,7.012417,19.944522,0.495948,0.358551,5.525414,0.585398,0.372189,3.999566,21,10297,0,0
318,0,2.105025,9.419027,0.525567,7.914883,19.964501,0.680044,0.289222,5.320380,0.587721,0.350620,3.829332,21,10297,0,0
