frame,phase,rsTotal_ms,rsHead_ms,rsEnvProbe_ms,rsPortal_ms,rsSky_ms,rsTerrain_ms,rsTerrainDraw_ms,rsBatches_ms,rsProc_ms,rsObjects_ms,rsObjSubmit_ms,rsWheels_ms,rsWheelSubmit_ms,rsAnim_ms,rsDecorate_ms,rsLightFx_ms,rsHighlight_ms,rsParticles_ms,dmPost_ms,dmHud_ms,spRender_ms,spHead_ms,spTail_ms,spCalls,spCulled,spPkgr_ms,spTex_ms,spProg_ms,spLight_ms,spBlss_ms,spObjData_ms,spGifWait_ms,bdSize_ms,bdProg_ms,bdSizeCalc_ms,bdXform_ms,bdCache_ms,bdPlanes_ms,bdMain_ms,bbHit,bbRecalc,bbFresh,bbProbe,bbEntries,bbFrameEnd_ms,bbRecalcT_ms,dsRetain_ms,dsDirect_ms,dsCreate_ms,dsClassify_ms,dsRender_ms,dsFlush_ms,dsDirectBags,dsPartialBags,dsPackages,dsMergeParts,dsMaskCalls
150,0,30.428989,4.774275,4.769602,0.000502,0.306308,2.432821,2.421787,3.118571,3.501539,11.790209,11.406369,1.361922,1.311198,0.001217,0.000251,2.914585,0.000214,0.224406,0.002591,0.083764,25.574822,0.441708,0.195896,245,122,0.582367,0.550195,0.068336,0.300154,0.002920,1.655538,0.042260,1.029022,0.367533,0.216793,0.520003,0.569312,0.340946,0.491201,237,8,0,376,220,0.020206,0.085208,0.728929,2.198690,2.542989,1.961463,2.351115,10.575155,61,62,601,1379,296
151,0,25.778232,0.265740,0.000000,0.000715,0.369480,2.519185,2.508199,3.052409,3.481127,11.832587,11.449778,1.291446,1.241475,0.001156,0.000183,2.777005,0.000220,0.184672,0.002692,0.123274,21.362094,0.300059,0.293318,208,106,0.489200,0.531348,0.055817,0.254805,0.002533,1.518080,0.034644,0.798506,0.305532,0.162879,0.441674,0.570095,0.328678,0.375373,200,8,0,307,220,0.020226,0.129930,0.580485,1.689823,2.299445,1.620392,2.054352,8.495036,46,56,540,1267,242
152,0,30.305556,4.732174,4.467238,0.000468,0.265611,2.458659,2.447584,3.131673,3.473138,11.860175,11.468174,1.249698,1.199775,0.001278,0.000251,2.906928,0.000220,0.222989,0.002618,0.084062,25.385369,0.424438,0.194329,245,122,0.549415,0.629388,0.068821,0.262543,0.002553,1.690759,0.041385,1.162540,0.466563,0.201836,0.631415,0.706451,0.414568,0.453162,236,9,0,376,220,0.020003,0.216688,0.801042,2.190704,2.412537,1.748515,2.173330,10.279775,61,62,601,1379,296
153,0,25.515679,0.003933,0.000000,0.000539,0.313585,2.408834,2.398471,3.142314,3.487135,11.804979,11.422129,1.288835,1.238125,0.001468,0.000264,2.835130,0.000214,0.226135,0.002713,0.122291,21.267978,0.303409,0.245985,208,106,0.489950,0.450667,0.055172,0.251146,0.002502,1.473623,0.034142,0.850399,0.310130,0.166660,0.488285,0.552734,0.355370,0.369151,201,7,0,307,220,0.020064,0.073825,0.654477,1.575792,2.458103,1.671153,1.789232,8.614631,46,56,540,1267,242
154,0,30.542962,4.833004,4.529860,0.000481,0.352688,2.415419,2.404422,3.109782,3.462314,11.870185,11.439660,1.323266,1.272970,0.001156,0.000183,2.947049,0.000214,0.224609,0.002597,0.083900,25.577410,0.363088,0.195804,245,122,0.585575,0.589461,0.067474,0.257473,0.002696,1.767110,0.041887,0.982608,0.378757,0.202162,0.511648,0.661682,0.340271,0.493930,236,9,0,376,220,0.020186,0.178843,0.758592,2.271613,2.802544,2.167467,2.101939,10.452386,61,62,601,1379,296
155,0,25.991062,0.264540,0.000000,0.000654,0.373223,2.433553,2.422438,3.198147,3.476902,11.809652,11.389103,1.295678,1.245287,0.001156,0.000183,2.907756,0.000220,0.226868,0.002591,0.084083,21.471686,0.302104,0.187371,208,106,0.528415,0.448137,0.092940,0.214454,0.002533,1.563439,0.033925,0.853071,0.313521,0.204081,0.435923,0.572066,0.291002,0.448866,200,8,0,307,220,0.020165,0.166216,0.684343,1.752190,2.397040,1.795403,1.831963,8.578071,46,56,540,1267,242
156,0,30.188409,4.663679,4.659102,0.000488,0.310635,2.489766,2.478773,3.074402,3.376784,11.788011,11.367215,1.288679,1.238546,0.001136,0.000183,2.964851,0.000295,0.227037,0.002597,0.084164,25.191538,0.402934,0.195109,245,122,0.507728,0.546963,0.068200,0.261197,0.002892,1.773187,0.042396,1.018460,0.375851,0.200728,0.475915,0.683228,0.414195,0.503160,237,8,0,376,220,0.020125,0.120253,0.764740,2.093777,2.496623,1.871894,2.297801,10.350915,61,62,601,1379,296
157,0,25.564446,0.003913,0.000000,0.000539,0.307441,2.421773,2.411079,3.171407,3.502618,11.841207,11.455699,1.209361,1.159017,0.001197,0.000251,2.916524,0.000220,0.185689,0.002658,0.083798,21.194790,0.342896,0.186018,208,106,0.447032,0.489536,0.054637,0.256619,0.002367,1.350949,0.034478,0.902764,0.395698,0.169783,0.440935,0.558333,0.364027,0.429382,201,7,0,307,220,0.020125,0.113491,0.619503,1.581716,2.379245,1.665215,1.823978,8.678406,46,56,540,1267,242
158,0,30.134169,4.620121,4.615584,0.000481,0.265191,2.498250,2.487386,3.137655,3.383314,11.735277,11.350583,1.350101,1.298767,0.001312,0.000258,2.915527,0.000275,0.224169,0.002631,0.084042,25.201925,0.404331,0.195882,245,122,0.733582,0.546573,0.068163,0.260054,0.002950,1.782233,0.042660,1.047255,0.332598,0.238417,0.514642,0.583079,0.345208,0.510701,237,8,0,376,220,0.020226,0.084995,0.685981,2.106581,2.508782,1.912771,2.184604,10.342912,61,62,601,1379,296
159,0,25.615289,0.003954,0.000000,0.000498,0.267198,2.474508,2.464227,3.144430,3.556613,11.809923,11.379116,1.239505,1.157450,0.001217,0.000251,2.928718,0.000220,0.185811,0.002699,0.083513,21.155535,0.301337,0.185760,208,106,0.480940,0.457214,0.094194,0.215302,0.002618,1.588993,0.033220,0.875831,0.274323,0.206821,0.395983,0.510057,0.289005,0.372352,201,7,0,307,220,0.020084,0.073869,0.579180,1.579308,2.512346,1.832930,1.908013,8.448554,46,56,540,1267,242
